,job_title,org_name,salary_min,salary_max,pay_type,peer_specialist_flag,require_certification_before_hire,require_certification_after_hire,college_required,url,do_not_overwrite_flag,tokens,bigrams,data_science,data_engineering,database_design,data_analysis,collaborate_stakeholders,data_quality,strong_communication,communication_skills,data_pipelines,unstructured_data,data_lake,data_model,data_scientist,data_requirements,team_management,data_manipulation,data_warehouse,machine_learning,sql,python,tableau,r
0,Peer Recovery Specialist,Mile High Behavioral Healthcare,17.29,21.29,Hourly,1,,,,https://www.simplyhired.com/job/FMWclnhxTd_xauci-kYFxoLFVuXmVtGjJZjH_j93hxN7INKI3_9VoQ?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,"['attent', 'requir', 'cloudflar', 'pleas', 'enabl', 'cooki', 'sorri', 'block', 'unabl', 'access', 'block', 'websit', 'use', 'secur', 'servic', 'protect', 'onlin', 'attack', 'action', 'perform', 'trigger', 'secur', 'solut', 'sever', 'action', 'could', 'trigger', 'block', 'includ', 'submit', 'certain', 'word', 'phrase', 'sql', 'command', 'malform', 'data', 'resolv', 'email', 'site', 'owner', 'let', 'know', 'block', 'pleas', 'includ', 'page', 'came', 'cloudflar', 'ray', 'id', 'found', 'bottom', 'page', 'cloudflar', 'ray', 'id', 'ip', 'click', 'reveal', 'perform', 'secur', 'cloudflar']","[('attent', 'requir'), ('requir', 'cloudflar'), ('cloudflar', 'pleas'), ('pleas', 'enabl'), ('enabl', 'cooki'), ('cooki', 'sorri'), ('sorri', 'block'), ('block', 'unabl'), ('unabl', 'access'), ('access', 'block'), ('block', 'websit'), ('websit', 'use'), ('use', 'secur'), ('secur', 'servic'), ('servic', 'protect'), ('protect', 'onlin'), ('onlin', 'attack'), ('attack', 'action'), ('action', 'perform'), ('perform', 'trigger'), ('trigger', 'secur'), ('secur', 'solut'), ('solut', 'sever'), ('sever', 'action'), ('action', 'could'), ('could', 'trigger'), ('trigger', 'block'), ('block', 'includ'), ('includ', 'submit'), ('submit', 'certain'), ('certain', 'word'), ('word', 'phrase'), ('phrase', 'sql'), ('sql', 'command'), ('command', 'malform'), ('malform', 'data'), ('data', 'resolv'), ('resolv', 'email'), ('email', 'site'), ('site', 'owner'), ('owner', 'let'), ('let', 'know'), ('know', 'block'), ('block', 'pleas'), ('pleas', 'includ'), ('includ', 'page'), ('page', 'came'), ('came', 'cloudflar'), ('cloudflar', 'ray'), ('ray', 'id'), ('id', 'found'), ('found', 'bottom'), ('bottom', 'page'), ('page', 'cloudflar'), ('cloudflar', 'ray'), ('ray', 'id'), ('id', 'ip'), ('ip', 'click'), ('click', 'reveal'), ('reveal', 'perform'), ('perform', 'secur'), ('secur', 'cloudflar')]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
